sigla,prcFlcn,closPric,dtTm
SQIA3,6.36,26.59,18:06:00
SLCE3,-1.5860105734038228,24.2,18:06:00
MULT3,-0.08823529411764706,33.97,18:09:00
SNEC34,3.833321748801001,298.77,16:54:00
MNDL3,1.3424657534246576,36.99,10:12:00
FRAS3,0.14326647564469913,6.99,18:06:00
KFOF11,-4.840312278211497,134.08,18:09:00
OUCY11,-0.0970873786407767,102.9,18:06:00
DRIT11B,-0.12918379330593072,170.08,18:00:00
TAKP34,2.3086269744835968,84.2,16:53:00
TASA3,3.7549407114624507,5.25,17:54:00
TSMC34,1.0555186170212767,243.18,16:54:00
SHOW3,3.4035656401944894,6.38,18:06:00
TASA4,4.940374787052811,6.16,18:05:00
TGTB34,-4.907117388649213,482.72,16:54:00
TRPL3,-3.8581856100104277,27.66,17:41:00
TECN3,1.7857142857142858,3.42,18:06:00
HGRE11,-0.40796736261099115,207.5,18:07:00
CVCB3,-2.611764705882353,41.39,18:07:00
TCSA3,-1.0309278350515463,1.92,18:09:00
HGCR11,-1.2450748620961387,125.32,18:07:00
CARD3,-4.492753623188406,13.18,18:06:00
TRPL4,0.044722719141323794,22.37,18:07:00
CYRE3,-1.5384615384615385,32,18:07:00
CVSH34,6.053090226571927,158.21,17:01:00
HGRU11,-0.14738393515106854,135.5,18:05:00
SPRI5,-0.0975609756097561,10.24,12:26:00
SPRI3,0.21715526601520088,9.23,14:31:00
SPTW11,-0.1585120997569481,94.48,18:06:00
CCPR3,-0.5100039231071009,25.36,18:06:00
SBUB34,1.5503259659723327,383.19,16:37:00
SGPS3,-0.35714285714285715,13.95,18:06:00
SULA3,4.3789808917197455,26.22,16:27:00
SULA4,3.3713974986405657,19.01,15:02:00
TELB4,-1.6129032258064515,27.45,18:05:00
TELB3,0.49989585503020206,96.5,18:05:00
TEKA3,-3.0303030303030303,9.6,17:50:00
TEKA4,-3.1847133757961785,7.6,18:06:00
SUZB3,1.5593220338983051,44.94,18:08:00
SULA11,-1.6928094424600093,63.3,18:09:00
VIVT3,0.09444654325651682,52.99,18:09:00
TCNO3,-5.9405940594059405,3.8,18:05:00
TGMA3,-0.24813895781637718,40.2,18:13:00
TCNO4,-3.6036036036036037,2.14,18:05:00
VIVT4,-0.58169375534645,58.11,18:07:00
HOME34,2.1567311231891906,471.77,16:53:00
TSLA34,-2.1175422974176312,549.61,16:54:00
TESA3,-2.9411764705882355,23.1,18:05:00
TEXA34,1.0108504126866364,544.6,16:53:00
SCHW34,-0.9794612962870421,198.15,16:53:00
BOEI34,1.856374824887598,1388.72,16:53:00
COCA34,1.8286154768532397,237.78,17:12:00
TAEE3,1.07421875,10.35,17:22:00
TAEE4,0.6869479882237488,10.26,18:05:00
TAEE11,-0.32456994482310936,30.71,18:07:00
KHCB34,2.872670807453416,132.5,17:08:00
DISB34,1.6724866752435215,608.52,16:53:00
TIMP3,0.06097560975609756,16.41,18:07:00
TMOS34,2.3573416840640222,353.01,16:53:00
ITUB3,-1.4341590612777053,30.24,18:08:00
ITUB4,-1.226468910439247,34.63,18:07:00
TJXC34,0.19222636576832877,260.61,16:53:00
TOTS3,0.2440775305096913,69.82,18:07:00
LUXM4,-1.7857142857142858,27.5,12:14:00
CRPG6,1.763409257898604,27.7,17:48:00
TRIS3,1.1411411411411412,16.84,18:06:00
CRPG5,2.4981631153563555,27.9,18:06:00
TUPY3,-1.270078446021666,26.43,18:07:00
XTED11,-3.8181818181818183,15.87,18:00:00
BBAS3,-1.8344965104685942,49.23,18:09:00
LREN3,-0.659378795766094,57.25,18:07:00
ITSA3,-1.4545454545454546,13.55,18:05:00
TWTR34,3.730017761989343,70.08,14:39:00
BONY34,1.0277540968078052,213.31,16:53:00
ITSA4,-1.608187134502924,13.46,18:09:00
GGBR3,0.2717391304347826,18.45,18:05:00
BMYB34,2.307468336002329,281.1,16:53:00
BOAC34,-1.0183160196828869,144.83,18:00:00
EXXO34,0.9472071319125226,72.47,18:00:00
GGBR4,-1.4939309056956116,21.1,18:08:00
ETER3,-4.827586206896552,6.9,18:06:00
EZTC3,0.7835625979453248,57.88,18:09:00
GUAR3,0.10783608914450037,27.85,18:07:00
